Latitude (decimal degrees):	10.026
Longitude (decimal degrees):	76.329
Elevation (m):	6
Radiation database:	PVGIS-ERA5


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230704:1630,0.0,0.0,0.0,24.37,3.17,0.0
20230704:1730,0.0,0.0,0.0,24.23,4.48,0.0
20230704:1830,0.0,0.0,0.0,23.88,5.17,0.0
20230704:1930,0.0,0.0,0.0,23.99,4.07,0.0
20230704:2030,0.0,0.0,0.0,24.08,4.48,0.0
20230704:2130,0.0,0.0,0.0,24.06,4.69,0.0
20230704:2230,0.0,0.0,0.0,24.15,4.41,0.0
20230704:2330,0.0,0.0,0.0,24.18,4.0,0.0
20230705:0030,0.0,0.0,-2.7,24.28,4.41,0.0
20230705:0130,1.31,9.17,10.94,24.38,4.55,0.0
20230705:0230,10.87,25.89,24.74,24.5,4.76,0.0
20230705:0330,27.01,48.95,38.55,24.79,4.41,0.0
20230705:0430,42.98,69.98,52.19,24.71,5.1,0.0
20230705:0530,105.84,147.64,65.18,24.79,5.17,0.0
20230705:0630,141.22,191.73,75.47,25.27,4.07,0.0
20230705:0730,93.26,132.66,75.23,24.93,5.59,0.0
20230705:0830,66.25,98.91,64.78,24.34,6.34,0.0
20230705:0930,53.95,83.76,51.75,24.19,6.28,0.0
20230705:1030,33.1,56.94,38.1,24.21,6.21,0.0
20230705:1130,17.12,35.09,24.28,24.1,5.52,0.0
20230705:1230,2.48,11.62,10.49,24.08,4.9,0.0
20230705:1330,0.0,0.0,-3.15,24.07,4.55,0.0
20230705:1430,0.0,0.0,0.0,24.12,4.28,0.0
20230705:1530,0.0,0.0,0.0,23.85,4.21,0.0
20230705:1630,0.0,0.0,0.0,23.98,3.79,0.0
20230705:1730,0.0,0.0,0.0,24.0,2.69,0.0
20230705:1830,0.0,0.0,0.0,23.76,3.38,0.0
20230705:1930,0.0,0.0,0.0,23.99,4.9,0.0
20230705:2030,0.0,0.0,0.0,24.04,5.17,0.0
20230705:2130,0.0,0.0,0.0,24.18,5.17,0.0
20230705:2230,0.0,0.0,0.0,24.23,4.69,0.0
20230705:2330,0.0,0.0,0.0,24.09,4.69,0.0
20230706:0030,0.0,0.0,-2.76,24.03,4.28,0.0
20230706:0130,2.04,10.96,10.89,23.93,3.45,0.0
20230706:0230,31.75,55.52,24.7,23.95,2.41,0.0
20230706:0330,29.2,51.78,38.52,23.89,2.83,0.0
20230706:0430,68.05,101.5,52.17,24.06,1.59,0.0
20230706:0530,83.81,121.37,65.19,24.64,1.38,0.0
20230706:0630,100.4,141.89,75.53,24.51,1.52,0.0
20230706:0730,75.42,110.72,75.34,24.69,3.79,0.0
20230706:0830,40.88,67.16,64.85,24.26,4.41,0.0
20230706:0930,61.73,93.65,51.81,24.13,3.93,0.0
20230706:1030,38.86,64.61,38.14,24.36,3.17,0.0
20230706:1130,22.17,42.2,24.32,24.06,4.21,0.0
20230706:1230,5.37,16.95,10.52,23.86,4.55,0.0
20230706:1330,0.0,0.0,-3.13,23.76,4.0,0.0
20230706:1430,0.0,0.0,0.0,23.74,3.24,0.0
20230706:1530,0.0,0.0,0.0,23.75,2.41,0.0
20230706:1630,0.0,0.0,0.0,23.76,1.79,0.0
20230706:1730,0.0,0.0,0.0,23.68,1.79,0.0
20230706:1830,0.0,0.0,0.0,23.7,1.52,0.0
20230706:1930,0.0,0.0,0.0,24.04,3.17,0.0
20230706:2030,0.0,0.0,0.0,24.06,3.59,0.0
20230706:2130,0.0,0.0,0.0,24.08,4.07,0.0
20230706:2230,0.0,0.0,0.0,24.12,4.55,0.0
20230706:2330,0.0,0.0,0.0,24.13,4.0,0.0
20230707:0030,0.0,0.0,-2.82,24.0,3.17,0.0
20230707:0130,11.38,27.57,10.84,23.81,2.97,0.0
20230707:0230,28.49,51.08,24.66,23.92,2.76,0.0
20230707:0330,61.79,93.82,38.49,24.2,3.38,0.0
20230707:0430,117.84,162.81,52.16,24.39,2.83,0.0
20230707:0530,198.22,261.72,65.21,24.84,2.34,0.0
20230707:0630,163.14,219.11,75.6,25.43,3.1,0.0
20230707:0730,162.49,217.83,75.44,25.31,3.17,0.0
20230707:0830,213.71,280.04,64.93,25.19,2.97,0.0
20230707:0930,79.83,116.78,51.87,25.5,2.76,0.0
20230707:1030,77.35,113.67,38.19,25.01,3.1,0.0
20230707:1130,35.45,60.3,24.36,24.75,2.97,0.0
20230707:1230,3.79,14.53,10.54,24.63,2.76,0.0
20230707:1330,0.0,0.0,-3.12,24.46,2.0,0.0
20230707:1430,0.0,0.0,0.0,24.32,2.14,0.0
20230707:1530,0.0,0.0,0.0,24.21,2.28,0.0
20230707:1630,0.0,0.0,0.0,24.1,2.21,0.0
20230707:1730,0.0,0.0,0.0,24.03,2.21,0.0
20230707:1830,0.0,0.0,0.0,23.97,1.86,0.0
20230707:1930,0.0,0.0,0.0,24.0,1.03,0.0
20230707:2030,0.0,0.0,0.0,24.18,0.76,0.0
20230707:2130,0.0,0.0,0.0,23.84,1.24,0.0
20230707:2230,0.0,0.0,0.0,23.87,1.79,0.0
20230707:2330,0.0,0.0,0.0,23.75,2.07,0.0
20230708:0030,0.0,0.0,-2.88,23.7,2.0,0.0
20230708:0130,2.56,11.94,10.8,23.69,2.07,0.0
20230708:0230,22.48,42.64,24.62,23.85,2.07,0.0
20230708:0330,83.74,121.27,38.46,24.1,2.28,0.0
20230708:0430,159.99,215.06,52.15,24.82,1.79,0.0
20230708:0530,196.51,261.06,65.22,25.68,1.93,0.0
20230708:0630,131.13,181.15,75.68,26.14,2.21,0.0
20230708:0730,75.53,111.7,75.56,24.96,0.97,0.0
20230708:0830,147.06,199.74,65.02,24.85,0.83,0.0
20230708:0930,144.5,196.89,51.93,25.33,0.97,0.0
20230708:1030,93.35,134.19,38.24,25.34,1.66,0.0
20230708:1130,20.55,40.17,24.39,25.33,2.62,0.0
20230708:1230,3.44,13.5,10.57,24.48,2.69,0.0
20230708:1330,0.0,0.0,-3.1,24.16,2.14,0.0
20230708:1430,0.0,0.0,0.0,23.97,2.07,0.0
20230708:1530,0.0,0.0,0.0,23.91,1.93,0.0
20230708:1630,0.0,0.0,0.0,23.83,1.93,0.0
20230708:1730,0.0,0.0,0.0,24.0,1.93,0.0
20230708:1830,0.0,0.0,0.0,23.7,1.86,0.0
20230708:1930,0.0,0.0,0.0,23.85,1.52,0.0
20230708:2030,0.0,0.0,0.0,24.01,1.31,0.0
20230708:2130,0.0,0.0,0.0,24.06,1.52,0.0
20230708:2230,0.0,0.0,0.0,24.04,1.45,0.0
20230708:2330,0.0,0.0,0.0,24.15,1.1,0.0
20230709:0030,0.0,0.0,-2.94,24.11,1.1,0.0
20230709:0130,21.84,44.37,10.75,23.98,1.31,0.0
20230709:0230,105.4,157.99,24.58,24.57,1.24,0.0
20230709:0330,264.04,349.14,38.44,25.26,1.72,0.0
20230709:0430,366.3,471.84,52.14,26.42,2.97,0.0
20230709:0530,474.77,610.43,65.24,27.37,3.66,0.0
20230709:0630,343.46,444.15,75.76,28.33,3.93,0.0
20230709:0730,489.61,635.14,75.67,28.53,3.31,0.0
20230709:0830,449.04,582.0,65.1,29.27,3.59,0.0
20230709:0930,379.06,492.16,51.99,29.36,4.07,0.0
20230709:1030,244.52,326.89,38.28,29.11,4.14,0.0
20230709:1130,121.35,180.44,24.42,28.45,4.0,0.0
20230709:1230,24.15,48.47,10.59,27.73,3.24,0.0
20230709:1330,0.0,0.0,-3.09,27.01,2.76,0.0
20230709:1430,0.0,0.0,0.0,26.64,2.55,0.0
20230709:1530,0.0,0.0,0.0,26.24,2.21,0.0
20230709:1630,0.0,0.0,0.0,26.01,2.34,0.0
20230709:1730,0.0,0.0,0.0,25.53,2.76,0.0
20230709:1830,0.0,0.0,0.0,25.43,2.55,0.0
20230709:1930,0.0,0.0,0.0,25.72,2.14,0.0
20230709:2030,0.0,0.0,0.0,25.58,1.86,0.0
20230709:2130,0.0,0.0,0.0,25.38,1.72,0.0
20230709:2230,0.0,0.0,0.0,25.13,2.14,0.0
20230709:2330,0.0,0.0,0.0,25.12,2.21,0.0
20230710:0030,0.0,0.0,-3.0,25.05,1.79,0.0
20230710:0130,16.35,35.72,10.7,25.01,1.59,0.0
20230710:0230,89.04,132.37,24.55,25.24,1.31,0.0
20230710:0330,219.96,293.88,38.42,25.81,1.31,0.0
20230710:0430,346.17,451.88,52.14,26.61,1.52,0.0
20230710:0530,479.82,630.18,65.26,27.62,1.86,0.0
20230710:0630,402.18,528.26,75.84,28.67,2.14,0.0
20230710:0730,374.33,493.26,75.8,28.61,2.07,0.0
20230710:0830,264.39,351.25,65.18,28.47,2.21,0.0
20230710:0930,184.12,247.31,52.05,27.58,2.69,0.0
20230710:1030,46.42,75.15,38.33,26.53,1.79,0.0
20230710:1130,50.94,81.39,24.45,25.61,1.1,0.0
20230710:1230,12.07,27.88,10.61,25.71,1.1,0.0
20230710:1330,0.0,0.0,-3.09,25.59,1.1,0.0
20230710:1430,0.0,0.0,0.0,25.37,1.31,0.0
20230710:1530,0.0,0.0,0.0,25.16,1.1,0.0
20230710:1630,0.0,0.0,0.0,25.14,0.48,0.0
20230710:1730,0.0,0.0,0.0,25.43,0.21,0.0
20230710:1830,0.0,0.0,0.0,25.13,0.34,0.0
20230710:1930,0.0,0.0,0.0,24.48,0.69,0.0
20230710:2030,0.0,0.0,0.0,24.44,0.76,0.0
20230710:2130,0.0,0.0,0.0,24.23,0.9,0.0
20230710:2230,0.0,0.0,0.0,24.18,0.69,0.0
20230710:2330,0.0,0.0,0.0,24.48,0.28,0.0
20230711:0030,0.0,0.0,-3.05,24.22,1.03,0.0
20230711:0130,16.6,34.64,10.65,24.37,1.59,0.0
20230711:0230,49.1,79.87,24.51,24.73,1.59,0.0
20230711:0330,101.4,144.33,38.39,25.23,1.45,0.0
20230711:0430,160.51,216.07,52.13,25.73,1.38,0.0
20230711:0530,203.13,268.94,65.29,26.2,1.31,0.0
20230711:0630,347.06,453.57,75.94,26.39,1.24,0.0
20230711:0730,368.46,483.65,75.92,28.24,1.79,0.0
20230711:0830,320.44,420.25,65.27,28.71,2.14,0.0
20230711:0930,210.76,280.54,52.11,28.64,2.9,0.0
20230711:1030,91.63,132.4,38.37,26.42,2.48,0.0
20230711:1130,48.47,78.13,24.48,25.96,1.38,0.0
20230711:1230,15.33,33.0,10.63,25.88,0.97,0.0
20230711:1330,0.0,0.0,-3.08,25.95,0.97,0.0
20230711:1430,0.0,0.0,0.0,25.67,1.1,0.0
20230711:1530,0.0,0.0,0.0,25.34,1.03,0.0
20230711:1630,0.0,0.0,0.0,25.18,1.45,0.0
20230711:1730,0.0,0.0,0.0,24.96,1.86,0.0
20230711:1830,0.0,0.0,0.0,24.96,1.17,0.0
20230711:1930,0.0,0.0,0.0,24.99,0.48,0.0
20230711:2030,0.0,0.0,0.0,24.37,1.31,0.0
20230711:2130,0.0,0.0,0.0,24.18,1.03,0.0
20230711:2230,0.0,0.0,0.0,24.83,0.41,0.0
20230711:2330,0.0,0.0,0.0,24.91,0.21,0.0
20230712:0030,0.0,0.0,-3.11,24.46,1.59,0.0
20230712:0130,24.75,47.36,10.61,24.38,1.79,0.0
20230712:0230,110.19,162.27,24.48,25.01,1.31,0.0
20230712:0330,264.9,351.89,38.38,25.71,1.24,0.0
20230712:0430,390.71,510.42,52.13,26.95,1.52,0.0
20230712:0530,458.54,598.88,65.32,27.62,2.0,0.0
20230712:0630,469.88,612.05,76.03,28.28,2.97,0.0
20230712:0730,427.5,556.8,76.05,28.58,2.76,0.0
20230712:0830,474.06,618.01,65.35,28.68,3.17,0.0
20230712:0930,314.82,410.07,52.16,28.84,3.52,0.0
20230712:1030,241.8,322.5,38.41,28.49,3.72,0.0
20230712:1130,94.54,141.13,24.51,27.94,3.66,0.0
20230712:1230,18.11,38.88,10.64,27.26,3.1,0.0
20230712:1330,0.0,0.0,-3.08,26.65,2.48,0.0
20230712:1430,0.0,0.0,0.0,25.87,3.03,0.0
20230712:1530,0.0,0.0,0.0,25.51,3.03,0.0
20230712:1630,0.0,0.0,0.0,25.29,2.9,0.0
20230712:1730,0.0,0.0,0.0,25.12,2.48,0.0
20230712:1830,0.0,0.0,0.0,24.72,2.28,0.0
20230712:1930,0.0,0.0,0.0,25.21,2.0,0.0
20230712:2030,0.0,0.0,0.0,24.92,2.62,0.0
20230712:2130,0.0,0.0,0.0,24.7,2.55,0.0
20230712:2230,0.0,0.0,0.0,24.56,2.55,0.0
20230712:2330,0.0,0.0,0.0,24.37,2.41,0.0
20230713:0030,0.0,0.0,-3.17,24.14,2.62,0.0
20230713:0130,0.56,7.36,10.56,23.95,2.55,0.0
20230713:0230,13.56,29.91,24.45,23.96,2.34,0.0
20230713:0330,38.03,63.54,38.36,24.22,2.07,0.0
20230713:0430,102.15,144.02,52.13,24.45,2.55,0.0
20230713:0530,143.83,194.49,65.36,24.81,2.41,0.0
20230713:0630,177.95,236.53,76.14,25.14,2.69,0.0
20230713:0730,119.42,165.88,76.19,25.51,2.69,0.0
20230713:0830,96.28,137.35,65.44,25.31,2.34,0.0
20230713:0930,59.83,91.56,52.22,25.14,2.07,0.0
20230713:1030,43.14,70.45,38.45,25.1,1.86,0.0
20230713:1130,18.65,37.46,24.54,25.1,1.59,0.0
20230713:1230,3.72,14.03,10.65,24.76,2.0,0.0
20230713:1330,0.0,0.0,-3.08,24.27,2.14,0.0
20230713:1430,0.0,0.0,0.0,24.0,1.86,0.0
20230713:1530,0.0,0.0,0.0,24.08,1.86,0.0
20230713:1630,0.0,0.0,0.0,24.25,2.14,0.0
20230713:1730,0.0,0.0,0.0,24.38,2.48,0.0
20230713:1830,0.0,0.0,0.0,24.46,1.79,0.0
20230713:1930,0.0,0.0,0.0,23.96,1.03,0.0
20230713:2030,0.0,0.0,0.0,23.91,1.17,0.0
20230713:2130,0.0,0.0,0.0,23.71,1.31,0.0
20230713:2230,0.0,0.0,0.0,23.85,1.24,0.0
20230713:2330,0.0,0.0,0.0,23.73,1.52,0.0
20230714:0030,0.0,0.0,-3.23,23.67,1.93,0.0
20230714:0130,11.17,27.25,10.52,23.75,1.66,0.0
20230714:0230,48.22,76.81,24.41,24.23,1.38,0.0
20230714:0330,111.8,156.62,38.34,24.61,1.17,0.0
20230714:0430,177.67,238.47,52.14,25.18,0.9,0.0
20230714:0530,326.58,424.99,65.39,25.63,1.03,0.0
20230714:0630,91.76,132.85,76.25,26.69,1.38,0.0
20230714:0730,181.52,243.41,76.33,25.84,1.17,0.0
20230714:0830,118.31,165.35,65.53,26.18,1.79,0.0
20230714:0930,174.91,235.23,52.28,26.17,2.14,0.0
20230714:1030,114.97,161.69,38.49,26.41,2.14,0.0
20230714:1130,87.29,132.04,24.56,26.38,2.14,0.0
20230714:1230,12.55,33.17,10.66,26.43,2.48,0.0
20230714:1330,0.0,0.0,-3.08,25.92,3.03,0.0
20230714:1430,0.0,0.0,0.0,25.3,2.9,0.0
20230714:1530,0.0,0.0,0.0,25.12,2.48,0.0
20230714:1630,0.0,0.0,0.0,24.8,2.28,0.0
20230714:1730,0.0,0.0,0.0,24.76,2.21,0.0
20230714:1830,0.0,0.0,0.0,24.63,2.48,0.0
20230714:1930,0.0,0.0,0.0,24.95,2.21,0.0
20230714:2030,0.0,0.0,0.0,24.98,1.72,0.0
20230714:2130,0.0,0.0,0.0,24.94,1.79,0.0
20230714:2230,0.0,0.0,0.0,24.5,2.21,0.0
20230714:2330,0.0,0.0,0.0,24.73,2.07,0.0
20230715:0030,0.0,0.0,-3.29,24.67,2.07,0.0
20230715:0130,23.65,46.97,10.47,24.53,2.14,0.0
20230715:0230,108.04,159.02,24.38,24.72,2.21,0.0
20230715:0330,208.14,276.91,38.33,25.53,2.41,0.0
20230715:0430,344.51,445.74,52.14,26.44,2.69,0.0
20230715:0530,416.6,536.78,65.43,27.44,3.17,0.0
20230715:0630,491.82,636.22,76.36,28.16,3.86,0.0
20230715:0730,528.34,689.06,76.47,28.55,3.59,0.0
20230715:0830,403.32,524.84,65.61,28.95,3.86,0.0
20230715:0930,321.06,414.98,52.34,28.09,4.07,0.0
20230715:1030,143.78,197.38,38.53,27.09,3.66,0.0
20230715:1130,99.62,151.17,24.58,26.95,3.52,0.0
20230715:1230,22.15,49.72,10.67,26.7,2.9,0.0
20230715:1330,0.0,0.0,-3.09,26.4,2.55,0.0
20230715:1430,0.0,0.0,0.0,26.11,2.69,0.0
20230715:1530,0.0,0.0,0.0,25.86,2.83,0.0
20230715:1630,0.0,0.0,0.0,25.86,2.9,0.0
20230715:1730,0.0,0.0,0.0,25.63,3.03,0.0
20230715:1830,0.0,0.0,0.0,25.53,2.83,0.0
20230715:1930,0.0,0.0,0.0,25.71,1.93,0.0
20230715:2030,0.0,0.0,0.0,25.64,2.14,0.0
20230715:2130,0.0,0.0,0.0,25.44,2.55,0.0
20230715:2230,0.0,0.0,0.0,25.13,2.76,0.0
20230715:2330,0.0,0.0,0.0,24.87,2.55,0.0
20230716:0030,0.0,0.0,-3.34,24.92,2.41,0.0
20230716:0130,19.44,40.84,10.43,24.8,2.28,0.0
20230716:0230,72.69,111.55,24.36,25.08,1.86,0.0
20230716:0330,229.21,304.07,38.31,25.56,1.86,0.0
20230716:0430,405.49,529.02,52.15,26.56,1.93,0.0
20230716:0530,459.42,599.5,65.48,27.51,2.41,0.0
20230716:0630,381.43,498.09,76.48,28.2,3.03,0.0
20230716:0730,320.18,416.95,76.62,28.05,3.1,0.0
20230716:0830,410.95,531.96,65.7,27.67,3.38,0.0
20230716:0930,272.88,357.58,52.39,28.35,3.03,0.0
20230716:1030,167.91,228.49,38.56,28.17,3.31,0.0
20230716:1130,95.47,140.56,24.6,27.04,3.66,0.0
20230716:1230,25.9,49.96,10.68,26.92,3.03,0.0
20230716:1330,0.0,0.0,-3.1,26.3,2.9,0.0
20230716:1430,0.0,0.0,0.0,25.96,2.62,0.0
20230716:1530,0.0,0.0,0.0,25.41,2.62,0.0
20230716:1630,0.0,0.0,0.0,25.32,2.21,0.0
20230716:1730,0.0,0.0,0.0,25.4,2.14,0.0
20230716:1830,0.0,0.0,0.0,25.16,2.28,0.0
20230716:1930,0.0,0.0,0.0,25.2,2.48,0.0
20230716:2030,0.0,0.0,0.0,25.11,2.14,0.0
20230716:2130,0.0,0.0,0.0,25.05,1.86,0.0
20230716:2230,0.0,0.0,0.0,24.86,2.14,0.0
20230716:2330,0.0,0.0,0.0,24.64,2.55,0.0
20230717:0030,0.0,0.0,-3.4,24.46,2.9,0.0
20230717:0130,14.26,31.7,10.39,24.45,2.34,0.0
20230717:0230,93.03,134.31,24.33,24.7,1.79,0.0
20230717:0330,176.45,237.03,38.3,25.19,1.79,0.0
20230717:0430,276.64,360.82,52.16,26.09,2.21,0.0
20230717:0530,359.26,465.6,65.52,26.82,2.34,0.0
20230717:0630,482.74,632.79,76.6,27.5,2.28,0.0
20230717:0730,435.99,567.89,76.77,28.5,2.83,0.0
20230717:0830,342.87,446.2,65.79,28.69,3.31,0.0
20230717:0930,388.75,505.32,52.45,28.5,3.24,0.0
20230717:1030,245.08,325.89,38.6,28.33,3.59,0.0
20230717:1130,117.45,171.76,24.62,27.32,3.72,0.0
20230717:1230,17.09,38.9,10.68,27.13,3.03,0.0
20230717:1330,0.0,0.0,-3.11,26.52,2.55,0.0
20230717:1430,0.0,0.0,0.0,26.04,2.62,0.0
20230717:1530,0.0,0.0,0.0,25.69,2.28,0.0
20230717:1630,0.0,0.0,0.0,25.41,2.0,0.0
20230717:1730,0.0,0.0,0.0,25.2,2.28,0.0
20230717:1830,0.0,0.0,0.0,24.74,2.62,0.0
20230717:1930,0.0,0.0,0.0,25.1,2.62,0.0
20230717:2030,0.0,0.0,0.0,24.77,2.83,0.0
20230717:2130,0.0,0.0,0.0,24.58,2.83,0.0
20230717:2230,0.0,0.0,0.0,24.57,3.03,0.0
20230717:2330,0.0,0.0,0.0,24.55,2.83,0.0
20230718:0030,0.0,0.0,-3.45,24.39,2.76,0.0
20230718:0130,6.54,18.99,10.35,24.34,2.76,0.0
20230718:0230,49.46,79.28,24.3,24.49,2.69,0.0
20230718:0330,176.05,235.02,38.3,24.76,3.1,0.0
20230718:0430,218.47,286.56,52.18,25.33,2.69,0.0
20230718:0530,369.39,474.13,65.57,25.71,3.31,0.0
20230718:0630,430.75,555.56,76.73,26.55,2.62,0.0
20230718:0730,442.32,571.3,76.92,28.4,4.48,0.0
20230718:0830,443.87,573.47,65.88,28.27,4.14,0.0
20230718:0930,350.96,453.52,52.5,28.33,4.28,0.0
20230718:1030,215.06,287.15,38.63,27.92,3.86,0.0
20230718:1130,92.87,139.05,24.64,27.58,4.0,0.0
20230718:1230,19.12,41.15,10.68,26.9,3.38,0.0
20230718:1330,0.0,0.0,-3.13,25.96,3.24,0.0
20230718:1430,0.0,0.0,0.0,25.61,3.31,0.0
20230718:1530,0.0,0.0,0.0,25.29,3.52,0.0
20230718:1630,0.0,0.0,0.0,25.15,3.38,0.0
20230718:1730,0.0,0.0,0.0,24.99,2.9,0.0
20230718:1830,0.0,0.0,0.0,24.78,3.59,0.0
20230718:1930,0.0,0.0,0.0,24.42,4.34,0.0
20230718:2030,0.0,0.0,0.0,24.49,4.28,0.0
20230718:2130,0.0,0.0,0.0,24.19,3.38,0.0
20230718:2230,0.0,0.0,0.0,24.0,3.24,0.0
20230718:2330,0.0,0.0,0.0,24.04,2.76,0.0
20230719:0030,0.0,0.0,-3.51,24.28,2.34,0.0
20230719:0130,11.98,28.01,10.31,24.43,2.07,0.0
20230719:0230,39.75,66.25,24.28,24.73,2.21,0.0
20230719:0330,103.73,146.65,38.29,25.27,2.62,0.0
20230719:0430,260.87,337.22,52.19,25.32,4.14,0.0
20230719:0530,346.36,446.18,65.63,26.06,3.59,0.0
20230719:0630,299.4,390.54,76.87,27.06,2.9,0.0
20230719:0730,358.87,465.56,77.08,27.71,3.79,0.0
20230719:0830,310.49,403.97,65.97,27.78,3.93,0.0
20230719:0930,262.4,341.84,52.55,27.88,4.41,0.0
20230719:1030,207.49,276.49,38.66,27.19,4.0,0.0
20230719:1130,128.93,190.27,24.65,26.83,4.21,0.0
20230719:1230,12.1,31.14,10.68,25.7,3.38,0.0
20230719:1330,0.0,0.0,-3.15,25.37,2.9,0.0
20230719:1430,0.0,0.0,0.0,25.05,3.03,0.0
20230719:1530,0.0,0.0,0.0,24.9,2.97,0.0
20230719:1630,0.0,0.0,0.0,24.85,2.62,0.0
20230719:1730,0.0,0.0,0.0,24.64,2.41,0.0
20230719:1830,0.0,0.0,0.0,24.51,2.69,0.0
20230719:1930,0.0,0.0,0.0,24.51,3.59,0.0
20230719:2030,0.0,0.0,0.0,24.44,3.38,0.0
20230719:2130,0.0,0.0,0.0,24.42,3.17,0.0
20230719:2230,0.0,0.0,0.0,24.01,3.03,0.0
20230719:2330,0.0,0.0,0.0,23.99,2.55,0.0
20230720:0030,0.0,0.0,-3.56,23.95,2.69,0.0
20230720:0130,9.12,23.13,10.27,23.98,2.83,0.0
20230720:0230,49.67,78.48,24.26,24.19,3.72,0.0
20230720:0330,143.88,194.97,38.29,24.32,3.79,0.0
20230720:0430,315.58,408.27,52.21,25.18,2.07,0.0
20230720:0530,357.81,463.15,65.68,26.68,2.62,0.0
20230720:0630,494.21,639.21,77.01,27.56,2.9,0.0
20230720:0730,533.02,697.54,77.24,28.76,2.83,0.0
20230720:0830,448.21,581.88,66.05,29.49,3.59,0.0
20230720:0930,389.6,504.53,52.6,29.47,4.14,0.0
20230720:1030,221.11,295.46,38.69,28.7,4.48,0.0
20230720:1130,144.69,215.29,24.66,28.22,4.07,0.0
20230720:1230,20.7,46.82,10.67,27.85,3.66,0.0
20230720:1330,0.0,0.0,-3.17,26.81,3.52,0.0
20230720:1430,0.0,0.0,0.0,25.9,3.24,0.0
20230720:1530,0.0,0.0,0.0,25.55,3.52,0.0
20230720:1630,0.0,0.0,0.0,25.41,3.17,0.0
20230720:1730,0.0,0.0,0.0,25.31,2.97,0.0
20230720:1830,0.0,0.0,0.0,25.26,2.9,0.0
20230720:1930,0.0,0.0,0.0,25.31,3.31,0.0
20230720:2030,0.0,0.0,0.0,25.2,3.24,0.0
20230720:2130,0.0,0.0,0.0,25.09,3.17,0.0
20230720:2230,0.0,0.0,0.0,25.17,2.83,0.0
20230720:2330,0.0,0.0,0.0,25.29,2.48,0.0
20230721:0030,0.0,0.0,-3.62,24.9,2.0,0.0
20230721:0130,27.31,51.14,10.24,24.94,1.45,0.0
20230721:0230,84.36,125.68,24.24,25.2,1.66,0.0
20230721:0330,205.21,273.39,38.28,25.77,2.21,0.0
20230721:0430,331.84,430.04,52.23,26.66,2.69,0.0
20230721:0530,398.09,515.14,65.74,27.62,3.17,0.0
20230721:0630,455.13,587.99,77.15,28.05,4.0,0.0
20230721:0730,406.3,525.43,77.4,28.82,4.76,0.0
20230721:0830,457.59,590.85,66.14,28.46,4.62,0.0
20230721:0930,337.3,439.01,52.65,28.98,4.41,0.0
20230721:1030,205.62,273.83,38.71,27.47,4.69,0.0
20230721:1130,101.11,149.51,24.67,27.56,3.93,0.0
20230721:1230,22.7,46.0,10.66,26.9,4.34,0.0
20230721:1330,0.0,0.0,-3.2,26.16,2.69,0.0
20230721:1430,0.0,0.0,0.0,25.96,2.9,0.0
20230721:1530,0.0,0.0,0.0,25.98,2.28,0.0
20230721:1630,0.0,0.0,0.0,25.81,2.21,0.0
20230721:1730,0.0,0.0,0.0,25.45,2.83,0.0
20230721:1830,0.0,0.0,0.0,25.12,3.17,0.0
20230721:1930,0.0,0.0,0.0,25.64,2.83,0.0
20230721:2030,0.0,0.0,0.0,25.6,2.76,0.0
20230721:2130,0.0,0.0,0.0,25.3,3.93,0.0
20230721:2230,0.0,0.0,0.0,25.12,3.59,0.0
20230721:2330,0.0,0.0,0.0,24.79,3.31,0.0
20230722:0030,0.0,0.0,-3.67,25.01,2.76,0.0
20230722:0130,13.28,31.0,10.2,25.08,2.83,0.0
20230722:0230,86.63,128.94,24.22,25.38,3.17,0.0
20230722:0330,224.19,294.9,38.28,25.67,4.28,0.0
20230722:0430,264.32,344.04,52.25,26.44,3.17,0.0
20230722:0530,419.69,544.6,65.8,27.44,2.48,0.0
20230722:0630,474.99,616.42,77.3,28.56,3.24,0.0
20230722:0730,513.8,670.59,77.57,29.18,3.52,0.0
20230722:0830,370.25,480.73,66.22,29.34,4.34,0.0
20230722:0930,340.59,438.69,52.7,27.68,4.41,0.0
20230722:1030,215.07,287.37,38.73,28.32,4.0,0.0
20230722:1130,122.55,179.88,24.67,27.54,4.21,0.0
20230722:1230,19.96,42.77,10.65,27.41,3.52,0.0
20230722:1330,0.0,0.0,-3.23,26.01,2.83,0.0
20230722:1430,0.0,0.0,0.0,25.76,1.79,0.0
20230722:1530,0.0,0.0,0.0,25.23,2.28,0.0
20230722:1630,0.0,0.0,0.0,24.72,2.34,0.0
20230722:1730,0.0,0.0,0.0,24.44,2.41,0.0
20230722:1830,0.0,0.0,0.0,24.46,1.93,0.0
20230722:1930,0.0,0.0,0.0,24.26,0.83,0.0
20230722:2030,0.0,0.0,0.0,24.13,1.59,0.0
20230722:2130,0.0,0.0,0.0,23.98,1.24,0.0
20230722:2230,0.0,0.0,0.0,24.04,1.31,0.0
20230722:2330,0.0,0.0,0.0,24.03,1.38,0.0
20230723:0030,0.0,0.0,-3.72,24.1,1.93,0.0
20230723:0130,6.56,19.17,10.17,23.92,1.86,0.0
20230723:0230,36.44,61.42,24.2,24.01,2.07,0.0
20230723:0330,117.52,163.09,38.28,24.18,2.07,0.0
20230723:0430,196.31,258.9,52.28,24.87,2.07,0.0
